date,eq-large,eq-mid,eq-bank,gov,corp,cash,gold,reit,intl
2023-01-31,0.002033147,-0.010552984,-0.006947844,0.004066038,0.003920695,-0.000137818,0.015073258,0.015983991,0.011704344
2023-02-01,-0.004446761,0.014133163,0.012397606,0.004616334,0.004562997,0.000162095,0.011515601,-0.00554336,0.007374186
2023-02-02,-0.027582538,-0.040066097,-0.033598404,0.003417148,-0.002932899,5.8539e-05,-0.010477165,-0.023308715,-0.016032152
2023-02-03,-0.005221763,-0.01032144,-0.006010626,0.007848712,-0.001503634,0.000371999,0.000588502,0.002292631,-0.015019149
2023-02-06,0.012603785,0.011567876,-0.006985586,0.000895215,0.00450286,0.000371793,0.003228155,-0.011665881,-0.006629997
2023-02-07,-0.017182483,-0.013931055,-0.008739573,0.00429603,0.004383822,0.000308356,0.004818375,-0.00252552,0.000367663
2023-02-08,0.016106433,0.02889923,0.025347622,0.008568093,0.005047174,0.000228715,-0.005217409,0.022679514,0.019336629
2023-02-09,-0.000638965,-0.004263377,-0.003951391,0.006184514,0.01315945,0.000254468,-0.010877614,0.031364423,0.012346045
2023-02-10,-0.006225033,-0.008151636,-0.023484942,-0.000270502,0.003836351,0.000167133,-0.005074143,-0.002628192,-0.005563015
2023-02-13,0.016988278,-0.001725087,0.011676583,0.001342134,0.002784751,0.000224538,0.001747153,0.001223687,-0.018883042
2023-02-14,0.01007751,0.01374729,0.005590053,0.003530115,0.013374799,0.000446994,0.000260226,0.029319506,0.014501963
2023-02-15,0.007412563,0.010950042,-0.016002246,-0.002743673,-0.000451176,0.000219721,0.000433028,-0.00946069,-0.00602268
2023-02-16,0.002752661,-0.001586206,-0.00896439,0.003464813,0.008224287,0.000167531,0.018096563,-0.008584267,-0.010859199
2023-02-17,-0.013822184,-0.012157717,-0.025201387,0.005011057,-0.002038609,2.731e-05,-0.019867259,0.005119872,-0.007681019
2023-02-20,0.01996563,0.011118651,0.02406055,0.004754186,-0.004392878,-3.9746e-05,0.002837787,-0.001308698,0.015012775
2023-02-21,0.001500236,0.01055067,0.008127858,-0.004247469,0.000293464,0.00037205,-0.010073886,0.012851051,0.004471999
2023-02-22,0.00804028,0.005890427,-0.007513453,-0.001814161,0.002408398,0.000314859,-0.002761547,0.00089111,-0.008491841
2023-02-23,-0.012979199,-0.015305957,-0.013640387,-0.00107852,-0.001928435,0.000230996,0.000531342,-0.019737723,-7.6697e-05
2023-02-24,-0.000474575,0.007866172,-0.000214423,0.0030773,0.004469783,0.000234678,0.0156942,-0.001083117,-0.00341116
2023-02-27,-0.005128228,-0.010722674,-0.019795526,-0.001437498,-0.00377965,0.000290028,0.012101809,-0.013269257,-0.001922057
2023-02-28,0.020461753,0.038830949,0.023862287,-0.001635708,-0.007810242,2.746e-06,-0.009599001,0.028266254,0.002042838
2023-03-01,0.02767334,0.020248821,0.032370513,-0.002614918,-0.005362404,8.793e-06,-0.004832892,0.013469517,0.012711201
2023-03-02,-0.010208602,-0.026318508,-0.011738989,0.001533648,-0.006703154,0.000229846,0.026154,-0.021913537,-0.025935849
2023-03-03,0.01473126,0.030210284,-0.001575084,-0.003302697,-0.005770019,0.00019136,0.008184882,-0.002959754,-0.001767138
2023-03-06,-0.00555635,-0.004159439,-0.001077183,-0.001126253,0.0073205,2.6071e-05,0.008399611,0.003459541,-0.018284308
2023-03-07,0.012279327,0.025750888,0.015258458,-0.001390768,0.001938451,4.09e-05,-0.001984776,0.015203153,0.009227507
2023-03-08,-0.011872701,0.009200159,-0.014187273,-0.001766467,-0.000707684,0.000188084,-0.001551795,-0.008854122,0.000855941
2023-03-09,-0.010981696,0.006060667,-0.014231834,-0.000907025,-1.6309e-05,4.5138e-05,-0.008221387,-0.003749693,0.001698814
2023-03-10,0.01161913,-0.004663631,0.010433381,-0.002144609,-0.003782636,8.7483e-05,0.008576914,0.016759879,0.010292145
2023-03-13,0.006362397,-0.008739254,-0.002045098,-0.000719514,-0.006156853,0.00028596,0.002551515,0.003077758,-0.014407478
2023-03-14,0.006274262,0.009819241,-0.00100252,0.005046744,0.008047651,8.3495e-05,0.00822473,0.002145272,-0.017142138
2023-03-15,0.000393835,-0.002573761,-0.00686408,0.001585691,0.003909654,-1.6353e-05,-0.018992392,-0.004092212,0.014702531
2023-03-16,0.012938143,0.008054088,0.008164947,-0.00503954,-0.006783561,0.000187374,0.002627521,-0.0008782,0.002264428
2023-03-17,-0.002208417,-0.022600384,-0.016193585,0.004937941,0.006807774,9.3528e-05,0.002573841,-0.006579784,-0.008887245
2023-03-20,0.000475174,-0.004408181,-0.000994239,-0.00126122,-0.006843841,0.000254426,0.020389881,-0.013589839,-0.003495694
2023-03-21,0.001191524,0.019629287,0.007829399,-0.002175427,-0.006085779,0.000186492,0.003078873,-0.016401863,-0.012239696
2023-03-22,-0.010215547,0.001844965,-0.011739884,-0.002057237,-0.003208714,0.000104983,-0.014237635,-0.019044128,-0.003077239
2023-03-23,-0.000117431,-0.003086507,0.013238475,-0.001357999,-0.002253332,0.000274147,-0.002399348,-0.001126621,-0.003141328
2023-03-24,0.010023885,0.035318264,0.012902578,-0.002631356,-0.003541835,7.8033e-05,-0.000315485,0.013653165,0.004123823
2023-03-27,0.001727476,0.008679472,-0.000413592,0.00399139,0.000515623,0.000192508,0.002173023,0.005908443,0.018540409
2023-03-28,-0.006650761,-0.001358868,-0.016896462,0.010625307,0.00428581,5.3432e-05,-0.008598182,0.007791991,0.007848877
2023-03-29,0.002356705,0.030267505,0.009671836,-0.005960048,-0.002742979,7.5669e-05,0.005552309,0.002518435,-0.005212666
2023-03-30,0.017665284,0.025120048,0.017773313,-0.000938091,-0.005163336,0.000135119,-0.012209463,0.002477936,-0.003132653
2023-03-31,-0.007195661,0.022485652,0.014762333,0.004230241,0.002090485,0.000144151,0.005429477,0.004888413,0.006256259
2023-04-03,0.024453752,0.020549275,0.021284251,-0.001993931,0.001332321,0.000493397,0.005469186,0.028413179,0.023726898
2023-04-04,-0.016170329,-0.008162164,-0.017032921,0.002569529,0.00744671,0.0003522,0.004705846,0.01049667,-0.014536944
2023-04-05,0.008299459,0.003192665,-0.000337987,0.00231181,0.001278636,0.000166177,0.017443674,-0.01513366,0.008201474
2023-04-06,-0.01483931,-0.001051305,-0.019069364,-0.001277565,-0.007662228,-7.064e-06,0.001580853,0.004586409,-0.024509815
2023-04-07,-0.00445308,-0.02333566,-0.023788255,0.009576636,0.008320977,0.000104593,-0.004084112,-0.000303492,-0.01082197
2023-04-10,-0.013487951,-0.002954978,-0.037700721,0.008228309,-0.000542934,0.000105631,-0.007557281,-0.003431012,-0.007105434
2023-04-11,-0.028626298,-0.047492523,-0.027898264,-0.000451003,-0.017658024,0.0002483,-0.017081933,-0.033307724,-0.01781997
2023-04-12,-0.01084808,-0.034439891,-0.013807248,0.009919481,0.00176699,-5.606e-05,0.003439753,0.00268607,-0.011003227
2023-04-13,0.00776143,0.022095317,0.011212499,-0.002548683,0.00334218,5.6183e-05,-0.006438638,-0.00409737,0.002987083
2023-04-14,0.0087851,0.000634271,-0.011134918,0.002660924,0.00630519,0.000156187,-0.004164036,0.024980787,-0.016946099
2023-04-17,0.02527176,0.023646193,0.011032018,-0.00630283,0.005010432,0.000262207,0.002818702,0.008493114,0.012530069
2023-04-18,-0.002431159,-0.018556739,-0.01403602,-0.006771902,-0.002053759,0.000111103,0.027242505,-0.011971315,-0.015022043
2023-04-19,0.026547559,0.034222098,0.038548564,-0.009301127,-0.005514776,-0.000160639,-0.021911329,0.006084432,0.014773961
2023-04-20,0.018378769,0.019390215,-0.008828431,-0.001780557,0.004841375,8.4518e-05,0.002998903,0.022210897,0.007459644
2023-04-21,0.004010807,0.005175024,0.008521959,-0.005506674,-0.000364322,-3.4871e-05,0.018659465,0.007160627,0.023934908
2023-04-24,0.005417057,0.003333595,0.000684542,0.001285953,0.002558563,0.000249721,0.001340241,0.000286048,-0.002897348
2023-04-25,-0.017914756,0.004182538,0.005539726,0.004761303,0.01134169,0.000285122,0.004498598,0.000273514,0.015645789
2023-04-26,0.005397239,-0.003903828,0.012301981,-0.002207567,0.001408869,0.00031485,-0.005262994,-0.002378635,0.00176371
2023-04-27,0.023028445,0.010035675,0.016329948,-0.003931355,-0.000262096,-2.154e-06,-0.001412594,-0.006726977,-0.004491957
2023-04-28,0.004090787,-0.006253189,-0.00865986,-0.001547554,0.006920776,0.000216695,-0.008553339,-0.016704758,0.006926414
2023-05-01,-0.008990251,-0.005975831,-0.002633261,-0.002002406,-0.008708438,0.000209646,-0.006557266,-0.000589868,0.015412764
2023-05-02,0.003032991,0.008212475,-0.001995065,0.001513803,0.004419006,0.000212622,-0.021913374,-0.000658586,0.00187817
2023-05-03,-0.004708603,-0.009368111,-0.006333545,0.005878841,0.001677699,4.6873e-05,-0.007700483,0.009740837,0.005749497
2023-05-04,-0.035076025,-0.044200299,-0.046174461,-0.000229197,-0.001459044,0.000102137,0.01048851,-0.026587848,-0.020100203
2023-05-05,0.005342196,0.004252276,-0.008400665,0.001519788,-0.001618967,0.000172017,-0.00351524,-0.002775259,0.006538239
2023-05-08,0.001865722,-0.024886986,-0.012547742,-0.003845144,-0.001904121,-4.3453e-05,-0.012300739,-0.010852076,-0.009398665
2023-05-09,-0.006233411,-0.014841022,0.00044758,-0.002790611,-0.000555064,0.000231981,-0.010060855,-0.011854618,0.008962111
2023-05-10,0.0009289,-0.00784513,0.011776888,-0.000791435,-0.00736516,-4.5286e-05,-0.003151469,0.020894141,-0.001639785
2023-05-11,-0.001241986,0.00343835,0.015947308,-0.007780305,-0.000518124,0.000123431,-0.003839559,-0.008372099,0.013603029
2023-05-12,0.000843899,0.017466442,0.007277904,0.007703198,0.008633283,0.000125145,0.01351465,0.018893745,0.016461322
2023-05-15,0.017839788,0.019595102,0.013144609,-2.8167e-05,0.00954549,-5.4601e-05,-0.014962758,0.008874169,0.001938153
2023-05-16,0.006349154,0.000897978,0.017438427,-0.004886588,-0.008486281,2.6739e-05,0.011240732,-0.010019474,-0.004320794
2023-05-17,-0.002015249,-0.00425744,-0.013856841,-0.0004924,-0.00479662,0.000188317,-0.011561724,0.003070139,-0.009654987
2023-05-18,-0.01118115,-0.023994277,-0.00493263,0.005279307,-0.002361779,0.0001252,-0.004244201,-0.011326266,-0.00559455
2023-05-19,0.007316036,-0.002087602,0.006640033,-0.00198312,-0.000219451,0.000122359,0.000253356,-0.000198018,0.006020686
2023-05-22,-0.014995051,-0.026443923,-0.023526429,-0.003445792,-0.007145538,5.4725e-05,-0.005291828,-0.008220209,0.005444253
2023-05-23,0.000410417,-0.004298427,-0.000518883,-0.00130118,0.009931477,8.7578e-05,-0.012205717,-0.00407351,-0.008659367
2023-05-24,0.007682362,-0.00124315,0.007047141,0.007054768,0.012296345,0.000270481,-0.010451943,0.024369594,0.016762469
2023-05-25,-0.006215856,-0.00323022,-0.003452512,0.000186643,-0.002056341,-2.701e-05,-0.000487363,-0.007489872,0.001113632
2023-05-26,0.004037109,0.018475221,0.01342692,0.000165424,-0.002919373,-0.000108922,0.003540054,0.009144106,0.011710299
2023-05-29,0.029246542,0.011072019,0.032648623,-0.004459039,-0.004708934,0.000203124,-0.002140605,0.011631589,0.018626989
2023-05-30,-0.0002321,-0.008940426,-0.002476098,-0.000371655,0.003107748,0.000196672,-0.01197072,-0.001921893,-0.022270024
2023-05-31,-0.008702076,0.014847216,0.005211048,0.004958269,0.000376089,0.000234328,-0.006718845,0.002639476,0.006359536
2023-06-01,-4.7892e-05,0.000547669,0.013450292,0.002865801,-0.001116984,0.000159178,0.000733852,0.002989453,0.005748297
2023-06-02,-0.000837026,0.001597887,0.020058772,0.005535435,0.00827389,0.000192882,-0.002371446,-0.001672252,-0.018854664
2023-06-05,0.011390507,0.015625126,0.017552159,-0.001230644,-0.00171439,0.000158675,-0.019451967,-0.0054026,0.006706306
2023-06-06,-0.019238479,-0.01289892,-0.011103116,-0.001394707,-0.00939898,9.8401e-05,0.00332743,-0.018216502,-0.009068039
2023-06-07,0.0083002,-0.018491251,0.015775679,0.000556428,0.000943702,0.000181089,-0.004309317,0.014624513,0.000963464
2023-06-08,-0.003320182,-0.017331645,-0.003882384,-0.005576005,-0.005400505,4.4368e-05,0.004946253,-0.011073101,0.002537778
2023-06-09,-0.008062846,-0.009828395,-0.003528578,-0.001708324,-0.006731387,4.4848e-05,-0.010936312,0.008599172,-0.003939453
2023-06-12,0.006769683,-0.000848724,0.001395605,-0.001155797,0.002527682,0.000110899,0.00093728,-0.002640041,0.00374037
2023-06-13,-0.013968008,-0.015874707,-0.018919849,0.007098753,0.000428371,9.0064e-05,0.005007266,0.001822496,-0.009360152
2023-06-14,0.016452541,-0.001512136,-0.007645842,0.003174252,0.006562674,6.1299e-05,-0.012136343,-0.009893769,0.003116818
2023-06-15,0.025183583,0.030535868,0.054247562,-0.003673964,-0.011615554,0.000356918,-0.002541204,0.013975963,0.009632381
2023-06-16,-0.00381678,-0.007856185,0.014666311,-0.004208819,-0.001169884,-0.000181632,0.003657467,-0.022605915,-0.015882519
2023-06-19,0.005506441,0.00967841,0.002234588,0.000536139,-0.001547808,0.000207822,0.029328232,-0.012533674,0.02013652
2023-06-20,-0.017037597,0.002777731,-0.006603316,-0.000826274,0.011843612,0.000262907,0.019092045,-0.00919872,0.008285195
2023-06-21,0.002008027,-0.018428592,-0.013602884,-0.001790402,-0.00332722,9.4334e-05,-0.008532742,0.007158524,0.006154216
2023-06-22,0.004656244,0.005523118,-0.001272179,0.001483092,-0.00118929,0.000233306,0.005318521,0.007857261,-0.02087451
2023-06-23,0.000701469,-0.020538695,0.006220092,0.005273359,0.004482689,5.8289e-05,0.026385038,-0.004183772,-0.005399693
2023-06-26,0.013021634,0.040934462,0.004907392,-0.002968017,-0.002638652,0.00020415,-0.001668338,0.006331121,0.008220103
2023-06-27,-0.009595395,-0.006399616,-0.000901757,0.004539301,0.007251757,0.000298408,-0.000862905,-0.008072271,-0.015028559
2023-06-28,0.009250013,0.021697541,0.021584521,-0.005774379,-0.003394846,0.000290918,-0.021345374,-0.004979833,0.027619282
2023-06-29,-0.015955982,0.020364083,0.011945376,0.003209075,-0.00335444,4.4688e-05,0.008025565,-0.010558539,0.006894661
2023-06-30,-0.00470634,0.004159006,-0.004096641,-0.008821836,-0.009804887,-7.553e-05,-0.0042631,-0.015007508,0.004420431
2023-07-03,-0.057680125,-0.07497011,-0.06602944,-0.00309494,-0.012432168,0.00015979,0.019098139,-0.039397737,-0.040595468
2023-07-04,-0.028811508,-0.050592124,-0.055266743,0.003567029,-0.006003363,0.000199049,0.011039471,-0.037826466,-0.027510837
2023-07-05,-0.010546096,-0.020062965,-0.019126239,0.00583668,-0.005946814,0.000174254,0.000947567,-0.010977195,-0.011989672
2023-07-06,0.001307605,0.003233387,-0.020429803,0.002793998,0.007043836,9.7194e-05,-0.001232319,0.006352065,0.01485736
2023-07-07,0.003076324,0.013999631,0.010587837,-0.004228011,0.002500936,0.000142221,-0.023989416,-0.018486585,0.002174426
2023-07-10,-0.025215466,-0.021915124,-0.019142616,-0.001329619,0.000860528,0.000194708,-0.009280708,-0.025055415,-0.007088534
2023-07-11,-0.004128825,0.000104808,-0.011375272,0.002482325,0.004604345,-0.000102668,-0.00611978,-0.001821082,-0.014019435
2023-07-12,0.002979818,0.023398928,0.017616848,-0.003884539,-0.00831089,0.000142847,0.015082232,0.017877078,0.018495391
2023-07-13,-0.011486731,-0.008757495,0.00303572,0.005197819,0.008690771,0.000137721,-0.015565831,0.0135614,-0.0016203
2023-07-14,-0.018409507,0.000242805,0.001689506,0.001891962,0.002913545,0.000233951,0.008819994,0.006710161,-0.020845801
2023-07-17,-0.004453196,0.002637535,-0.008193824,0.001940058,0.001505221,0.000394377,0.003626126,-0.004369177,-0.003765957
2023-07-18,-0.028234649,-0.01379966,0.005447103,0.002428372,0.002797442,0.000101331,0.004300963,-0.018579931,0.000684726
2023-07-19,-0.008133308,0.002620362,-0.008217433,-0.004693493,0.003599355,7.4618e-05,0.006886996,0.00495963,0.002177503
2023-07-20,0.006829238,0.015139496,0.006273887,-0.000180815,0.011769431,8.5008e-05,-0.011117295,0.002845411,0.005926149
2023-07-21,0.010754177,0.005187668,0.019684148,0.003590329,-0.000986166,0.000223182,0.002374123,0.013770269,0.015630367
2023-07-24,0.02372019,0.027752398,0.017338811,-0.001233194,0.001168986,0.00024035,-0.017251556,0.019917101,0.008572367
2023-07-25,-0.000895413,-0.023871216,-0.028073951,0.001226283,-0.004007258,9.3247e-05,0.012352673,-0.012195809,-0.000257699
2023-07-26,-0.016082112,-0.02809644,0.0092508,0.000545985,-0.007360006,0.000120742,0.002515234,0.000874126,-0.007825946
2023-07-27,-0.000198898,-0.005608762,-0.004052781,-0.000713975,0.002747342,0.000189803,0.019376661,-0.005359159,-0.018638619
2023-07-28,-0.017304016,-0.011695423,-0.014275015,-0.005184509,-0.005780484,0.000452626,0.016443805,-0.00078064,0.009938081
2023-07-31,0.024162451,-0.000516476,-0.004522195,0.002452374,0.002838375,0.00028113,-0.003793315,0.011355151,0.010189609
2023-08-01,0.002441128,-0.004561601,-0.015243481,0.001722094,0.001122007,0.000173016,-0.015269692,-0.014873722,0.009533154
2023-08-02,0.013357314,0.024584949,0.028733588,0.004956462,-0.0022419,-7.2738e-05,0.00390438,0.022888162,0.017264961
2023-08-03,0.005810203,-0.024241042,-0.022612847,0.002034711,-0.002322561,0.000229894,0.017367487,-0.000496743,-0.016170569
2023-08-04,-0.011305224,-0.002939066,-0.017113218,0.001009044,-0.003690093,0.000149411,-0.019855884,-0.005437744,0.009276717
2023-08-07,0.004497399,-0.008530625,0.005610441,0.003528555,0.005609626,0.000181044,-0.006895034,-0.007269559,0.002893581
2023-08-08,0.000245906,-0.009915913,-0.003998176,-0.000654327,-0.004406168,1.2033e-05,-0.004080344,-0.002707305,-0.01159196
2023-08-09,-0.007135448,-0.003763798,-0.003270572,0.002338932,0.006668931,7.8807e-05,-0.003162207,-0.00022764,0.026676523
2023-08-10,0.010850983,-0.011982557,0.010673526,0.009876988,0.00763701,0.000109904,-0.007118419,0.002729843,-0.009751844
2023-08-11,0.020979991,0.034804648,0.019316163,-0.001005598,0.002379876,0.000246804,-0.003869294,0.01537489,0.00671176
2023-08-14,-0.03482994,-0.037530518,-0.026511973,0.00564371,-0.005844469,4.5027e-05,-0.017054948,-0.008041369,-0.028092849
2023-08-15,0.007562533,-0.005194961,0.007527066,-0.003012176,-0.001415593,0.000152751,0.00751213,-0.011468952,0.004150523
2023-08-16,-0.005116544,-0.022900543,0.010068743,-0.002111574,-0.006881284,6.4618e-05,-0.021911765,-0.013331054,-0.011527911
2023-08-17,-0.006066404,-0.001024769,-0.016249581,0.002507265,-0.001438634,8.625e-05,0.004022603,0.009016278,-0.006103139
2023-08-18,0.00658,0.00496218,0.020657342,8.224e-05,-0.000862332,0.000217157,-0.006949039,0.022840962,0.012287496
2023-08-21,-0.018261478,-0.013396471,-0.0163231,0.000769838,-0.000660719,0.000193603,0.0013386,-0.007123221,0.000887174
2023-08-22,0.00518048,0.003298737,0.011509587,0.001518871,-0.008805503,0.000159102,0.02393225,0.005459203,0.007721731
2023-08-23,0.017026999,0.013757702,0.000455244,0.003836677,-0.001669708,0.000174134,0.009073627,0.001859311,0.010303724
2023-08-24,-0.012500972,0.000628557,0.00317191,-0.001162844,-0.005225715,9.6135e-05,-0.001811561,-0.019033015,-0.003622087
2023-08-25,-0.00475413,-0.008930009,-0.010303652,-0.003382457,-0.004989915,8.0547e-05,-0.005835187,-0.002929777,0.00132186
2023-08-28,-0.002019128,0.00167381,0.009235973,0.002081583,0.006483897,-1.4846e-05,0.001018839,-0.010667611,-0.000630619
2023-08-29,0.008793905,-0.007251351,-0.008387813,-0.004341209,-0.003756908,0.000126831,-0.005954859,-0.010254155,-0.004523874
2023-08-30,-0.016932161,-0.016990601,-0.011677379,0.002321075,0.000458826,0.00034104,0.009375112,-0.001970538,-0.015480468
2023-08-31,-0.006067093,0.000727059,-0.005217074,0.002251722,0.006350539,0.000236104,-0.022226953,0.024256577,-0.005400457
2023-09-01,-0.027072315,-0.026134734,-0.027598497,0.002871392,-0.00251849,0.000172284,-0.000147964,-0.014966502,-0.00652235
2023-09-04,0.002642005,0.008958025,0.017902759,-0.000492076,-0.001909439,0.000189443,0.013773716,-0.004406531,0.012685989
2023-09-05,-0.000556488,0.008637453,-0.00489892,-0.005612995,0.00214479,0.000229041,-0.000133028,-0.006001316,0.013922022
2023-09-06,-0.002381121,-0.023426238,-0.000949883,0.00268305,-0.000924626,0.000107878,-0.007022686,0.004607013,-0.018549951
2023-09-07,0.00436349,0.015803136,0.003013197,0.001951634,0.002570496,-1.5645e-05,-0.009002258,0.017331984,0.030260427
2023-09-08,0.013476811,0.011875944,0.008851901,-0.005148351,0.001955749,0.00012359,-0.013530215,-0.00810855,0.008685778
2023-09-11,0.007001613,-0.001566987,-0.003847578,-0.000437305,0.000147632,0.000204134,0.007187176,-0.01234734,0.00591754
2023-09-12,-0.002923499,0.001084446,0.00060762,2.0493e-05,0.000599415,0.000146796,0.003560728,-0.007493547,2.0666e-05
2023-09-13,0.002406415,0.003828601,-0.013798711,0.000189409,-0.002063931,0.000184373,0.014547966,-0.019311607,-0.004828932
2023-09-14,0.002766089,-0.017847105,-0.019723754,0.003746403,-0.003112546,5.2662e-05,0.001018276,-0.003132674,0.007455961
2023-09-15,-0.002293988,-0.007364729,-0.011473453,0.000294218,0.00081341,-0.000337112,-0.0063253,0.008679048,0.010571815
2023-09-18,0.004361276,0.029130486,0.02858173,-0.007795008,-0.009504182,2.5432e-05,-0.003037177,0.003780043,0.008507135
2023-09-19,0.006566649,0.002575629,-0.001288877,0.008638149,0.00311681,1.0342e-05,-0.001385221,0.013121026,-0.003441755
2023-09-20,-0.004087113,-0.010298736,-0.012876573,-0.005823589,-0.004720202,3.2006e-05,-0.022111965,-0.028590008,0.005654883
2023-09-21,-0.015179314,-0.015276884,-0.009213563,-0.000701305,-0.002093145,0.0002252,-0.004382805,-0.020219489,-0.005710196
2023-09-22,0.008708778,0.005032268,-0.012101131,-0.000814437,-0.000293913,0.000136308,-0.017398688,0.014996159,-0.009496493
2023-09-25,0.023848181,0.000763704,0.033187655,0.003405191,0.012459362,0.000276252,-0.007828984,0.019372339,0.013204252
2023-09-26,-0.002380849,0.020457999,0.000435454,0.006369065,0.004340602,3.929e-05,0.003683768,0.010623684,-0.010634898
2023-09-27,-0.012698859,-0.019650659,-0.012480897,-0.000115637,-0.003714267,0.00021183,0.010629902,-0.011006083,-0.01614192
2023-09-28,-0.003398313,0.008484359,-0.007475724,0.000794117,0.006296441,0.000323689,-0.005421902,-0.013824999,0.00332327
2023-09-29,-0.009726159,-0.007393728,0.00011966,-0.000105292,0.000666023,3.6093e-05,0.00513384,0.00719905,-0.025012477
2023-10-02,0.016802758,0.014608854,0.013580694,0.001222866,0.008204859,3.1576e-05,-0.003752448,0.02446698,0.013689742
2023-10-03,-0.00603828,-0.015636641,-0.009312802,0.000986259,-0.004174302,7.2227e-05,0.008606845,-0.006087158,-0.008769178
2023-10-04,-0.02713082,-0.048733025,-0.038146946,7.7801e-05,-0.006158718,0.000192532,-0.007874157,-0.023879844,-0.012863677
2023-10-05,0.016127051,0.013732092,0.007204536,0.001007037,-0.002066101,-6.262e-06,-0.003385954,0.000594798,-0.015517754
2023-10-06,-0.005249013,-0.004717591,-0.015597285,0.002621825,0.001886937,0.000306672,0.012998492,-0.005417921,-0.021193476
2023-10-09,-0.017495752,-0.026247352,0.00063764,-0.002605153,-0.002415465,0.000218906,0.008308664,0.003710875,0.003401755
2023-10-10,0.000939874,0.009858799,-0.009332238,-0.000278571,-0.001561823,0.000197625,0.002250857,-0.014673082,-0.010317309
2023-10-11,-0.001636912,0.010087312,-0.009586444,-0.001495619,-0.008368392,4.8802e-05,-0.004354407,0.001318962,-0.009139054
2023-10-12,-0.008850403,0.004354309,-0.004759714,0.002953156,0.003731685,0.000158837,0.007380989,-0.00795968,-0.013417985
2023-10-13,0.006920613,-0.004900629,0.000289535,0.002205783,0.00055038,0.00032032,-0.004570653,0.013366545,0.006073393
2023-10-16,-0.028762968,-0.034135006,-0.031456766,-0.00156291,-0.005114801,0.000310095,-0.003233538,-0.018696183,-0.025582956
2023-10-17,0.005987692,-0.01093264,-0.015244977,-0.003483143,-0.001377892,6.2973e-05,0.018841608,0.00385672,0.0035267
2023-10-18,-0.015065034,-0.018777865,-0.004835249,0.003750992,-0.00157336,7.0649e-05,-0.011379529,-0.017266104,-0.008748714
2023-10-19,0.004060228,-0.008926956,0.001041209,0.005390592,0.009371907,0.000142559,0.007806127,0.002828897,0.000901118
2023-10-20,0.010664024,0.014606219,0.010895543,2.2855e-05,-0.005670992,6.6423e-05,0.011786548,0.009994121,-0.003952806
2023-10-23,-0.003811316,0.002604094,0.020204371,-0.003440066,-0.003340803,0.000307567,0.012297062,0.00558804,0.000836093
